isotope,distance_cm,counts_free,mean_cps_free_model,counts_Al,mean_cps_Al_model,counts_Cu,mean_cps_Cu_model,counts_Pb,mean_cps_Pb_model
Cs137,30.0,1437,47.71482255151011,1409,46.44230573152374,1219,41.02006039808877,969,34.21875314014706
Cs137,30.0,1448,48.766911130881795,1378,45.64329994070624,1204,41.56683956264335,1035,34.37360946516336
Cs137,30.0,1405,47.05027511701971,1411,46.191065324719126,1345,42.94029736687158,1059,35.04987472416656
Cs137,30.0,1391,46.28784796142331,1335,45.633346203907436,1260,41.96519038170612,1042,34.45260952883555
Cs137,30.0,1413,46.76386907452181,1359,45.03479419377311,1261,41.73060614103753,1093,34.73226276553673
Cs137,30.0,1428,47.10468789101516,1426,46.334833161848906,1296,41.451442046913826,1035,33.901902020247746
Cs137,30.0,1381,46.23153862385606,1366,46.412357516377995,1331,43.16506154057017,990,33.964383790530874
Cs137,30.0,1419,47.212658034075176,1321,45.99786213826751,1251,41.675860801205125,1050,34.197354980418
Na22,10.0,7504,252.311518933444,8170,271.366972362753,6863,234.02700731930955,4988,161.74615026230222
Na22,10.0,7911,264.1439628631575,7721,258.5332772195902,7029,228.59438409420156,4564,158.04640406403612
Na22,10.0,7699,255.2748101755086,7799,257.9011968918339,6883,232.4913938538138,4545,156.0144648077035
Na22,10.0,7663,258.69375812548685,7980,269.28252382299104,6787,222.62147825004016,4637,153.0096432002463
Na22,10.0,7931,267.3900783780331,7483,245.72055364378858,7000,226.3711883813941,4648,153.99088792093644
Na22,10.0,7994,269.8137726440501,8080,265.0760641882872,7152,236.37573730704977,4839,158.85309144303915
Na22,10.0,7810,258.1549112844731,7853,263.56194898467265,6811,230.09685860560555,4664,157.24846347327352
Na22,10.0,8246,272.11837323041703,7651,256.81854640939196,6753,221.21865922279554,4451,152.5557908443997
Na22,10.0,7870,263.36228525802903,7894,262.84240770033523,6776,223.11968519011126,4846,158.27486138588438
Na22,10.0,7808,254.7116510633837,7792,254.4079959749085,6619,222.0898433811459,4771,157.62430253221834
Na22,10.0,7868,262.52204754477555,7711,254.4011451435366,6937,229.9385085501051,4750,158.22516678587576
Na22,10.0,8306,277.0073380325308,7638,258.9390447723323,6847,228.16230896377093,4677,157.95249585085102
Na22,10.0,8150,271.0769236910962,7692,256.1740906605591,6598,222.47857544010043,4718,157.18100846151575
Na22,10.0,8328,275.6285239645132,7775,261.6940224723678,6893,229.39788058330333,4911,161.9592595245011
Na22,10.0,8300,275.6520083186986,7438,247.3807473515169,6827,225.57876590997205,4566,152.48026614419095
Na22,10.0,8509,280.80082590051876,7946,264.63873499183785,7107,229.43303082623598,4708,154.11573572943027
Na22,10.0,7871,263.8065965605912,8125,267.5946631893246,6423,218.86388966907012,4902,161.83107443784186
Na22,10.0,8340,275.75297017117276,7961,265.98634757652576,6486,220.77389834843223,4910,163.3942086206245
Na22,10.0,8036,271.1166495296533,7528,251.07596697889224,6731,225.06051518005626,4646,152.97767647013276
Na22,10.0,7805,259.6473529844011,8084,266.6190959733967,7252,238.43010318885865,4894,161.5182470315306
Na22,10.0,7875,262.4583302161219,7861,259.41385018086595,6954,230.2053065466124,4844,161.16674565908173
Na22,10.0,8414,275.9276175651922,7996,263.31098878903936,6534,218.38545182997194,4700,154.85002106274567
Na22,10.0,8102,270.38185271651605,7823,263.31682278654336,6910,231.51045038023838,4510,153.03613393212294
Na22,10.0,7980,270.5940219651723,7672,255.1719988732341,6366,216.30633877436816,4544,151.3794455452406
Na22,10.0,8331,275.40168012679055,8007,265.8628377559463,6557,222.0349854191243,4906,162.77349775934104
Na22,10.0,8267,270.29186871012996,8044,258.5246112356942,7095,236.29235864712956,4751,157.844397465183
Na22,10.0,8381,276.8157260859327,7956,267.8578870066423,6800,228.2032722572103,4597,153.2119940330682
Na22,10.0,8163,272.7143087727074,7612,253.20204394857797,7012,231.50431980645538,4841,159.5872896092668
Na22,10.0,8151,273.31726617101504,7471,249.08658186567166,6355,213.88346748624775,4746,158.10087576841968
Na22,10.0,8003,267.7992644826502,7748,259.1785319389707,6867,227.91071227396856,4489,148.18619401430496
Na22,10.0,8330,280.0721724872342,7827,260.40379558998893,6889,228.83084022119195,4708,157.38248541224868
Na22,10.0,8225,273.45921196124095,7826,258.3360227219346,7166,238.88766014881148,4809,156.8663316452567
Na22,10.0,8021,267.3465695164326,7893,262.69907596558124,6760,223.43302647912066,4728,160.10638083517037
Na22,10.0,8388,276.8064922559452,8086,269.9970735460244,7202,238.99127935634155,4689,154.31089688688226
Na22,10.0,7822,262.78678184420096,7898,265.235101111413,6946,231.0243642363841,4957,161.28193979702232
Na22,10.0,7753,261.1747636067182,7937,266.64796293400343,7011,225.80369513673008,4468,147.46654791569682
Na22,10.0,8062,270.0409338321099,7560,250.98543412289294,6765,223.38725697083234,4882,159.60221819780492
Na22,10.0,8130,272.03955443205405,7905,261.70225534615247,6912,232.12641776653945,4735,161.13759059678696
Na22,10.0,7836,264.5110559260645,7438,253.05638337641633,6396,212.95330409504484,4904,159.43019966161725
Na22,10.0,7947,268.47807032599326,7876,261.6817170698354,6804,227.5424813357142,4582,153.1158540127873
Na22,10.0,8665,284.25623861299306,7862,264.5547941245841,6797,228.02190619600418,4564,151.8796627334199
Na22,10.0,8364,272.2513128696339,7264,247.70466337777205,6784,225.2040792892263,4624,154.34607541400246
Na22,10.0,8106,267.6139302550393,7845,261.7038561154209,7033,232.87386892112548,4678,155.3566402571106
Na22,10.0,8034,263.9908473014034,7950,265.39242764319295,6849,228.4654651916004,4480,149.45046619432645
Na22,10.0,8073,263.9768656446071,7689,255.38300729728462,7106,239.8878982217714,4619,156.78868276282628
Na22,10.0,8163,270.6300764319326,7754,256.34749811198856,6840,227.5380566669039,4772,159.66169226187708
Na22,10.0,8212,271.7223229167585,7696,252.5054838514024,6600,220.24486425270976,5029,163.25927869618965
Na22,10.0,8071,268.88452809136953,7983,265.5696870397473,7244,238.88086342775532,4735,155.0502421602505
Na22,10.0,7868,263.1653995732278,7971,260.58839401839316,6694,221.60756719743486,4674,154.86618314196343
Na22,10.0,7969,263.57936345999315,7928,262.8873803317339,6977,231.92784943948195,4772,159.32182550635378
Na22,10.0,8129,270.97084981910587,7680,260.3180597392603,6653,220.57608296973268,4562,152.95379089903096
Na22,10.0,8216,276.4097048291303,7795,257.26316952012263,6907,227.16211323151848,4652,156.22936478791635
Na22,10.0,7943,270.1502050485302,7610,254.32290815808153,6873,226.955488539836,4688,154.79575433245503
Na22,10.0,8676,282.17882808201944,7433,247.9111272129377,7010,232.6034877082943,4998,164.8338453501965
Na22,10.0,8572,286.11179401468235,7732,257.81743209380056,6830,228.9153425186313,4360,149.2254795295734
Na22,10.0,7884,262.2200535127399,7605,256.3814831582058,6315,209.3614028063485,4634,154.41842179638024
Na22,10.0,8774,290.5197011953762,8004,266.2099273505074,6755,224.1869701045944,4729,157.59875339609755
Na22,10.0,7973,264.99461959229905,7839,264.69471367852566,6965,233.98114107475723,4896,159.57770875204653
Na22,10.0,8013,271.1104306041811,7758,257.4085040031687,6746,225.80796963670898,4709,157.50999556257543
Na22,10.0,8310,273.20237762896573,7665,257.3256073473964,6528,219.72326588643713,4655,151.7654761455225
Na22,10.0,8260,273.1249429541145,7681,259.27923064370214,7246,241.7070146570296,4725,159.87712035258278
Na22,10.0,7965,263.9282489843282,8233,275.89172061604233,6810,225.64619932281195,4660,156.30032549948365
Na22,10.0,8093,267.6070281016148,7682,255.43674390565693,6824,225.63521017183916,4509,153.39665104610515
Na22,10.0,8312,278.3822433120297,7875,265.7239460312613,7114,235.4065717663584,4606,154.9904490520822
Na22,10.0,8231,279.7036326811105,7676,256.4474571083827,6571,222.89340053427534,4525,152.62669677184715
Na22,10.0,8055,269.4156896525151,8212,268.9328252603914,7190,241.17646605031325,4526,152.4453789892462
Na22,10.0,8006,269.60664225263156,7931,266.291283976805,6838,227.0790663133535,4665,155.70052411530617
Na22,10.0,8094,266.7486613409735,8030,266.1437806929869,6825,229.92220956152732,4593,154.02136114448342
Na22,10.0,7932,264.9904374715537,7549,258.0003142167866,7065,232.05396540224547,4804,160.32817284351108
Na22,10.0,8356,277.53616268818433,7783,259.00414912653696,7221,234.87221169622384,4382,147.4421867218925
Na22,10.0,8050,268.23014925849793,7963,258.521146894674,6868,231.16186208056374,4892,163.124230054503
Na22,10.0,8298,276.7583383579663,7642,257.63641596601565,6959,229.56346035720387,4425,148.45253269727215
Na22,10.0,8029,271.2042158872306,7853,266.1739557990641,6218,212.86347091990987,4846,157.9829415930949
Na22,10.0,8244,275.72959022786597,7872,261.75308343535187,6846,232.27836842397952,4694,157.33421457029792
Na22,10.0,8245,274.3269030801322,7753,259.5488902606878,7096,234.3687285096406,4672,155.28091779214915
Na22,10.0,8240,273.28503943889046,8013,265.8557751452703,7035,235.34690060950336,4912,164.34914572435423
Na22,10.0,7809,257.95155824219694,7589,258.53302984832294,6848,229.7141141356214,4633,158.4853630366959
Na22,10.0,7670,255.33685414561387,7762,255.4152308954611,6432,220.72892287912967,4536,155.63828267713112
Na22,10.0,7795,259.5049271416059,7886,263.3972673460563,6669,220.47107744138836,4730,156.04124966158636
Na22,10.0,8418,278.72242196758003,7776,260.9675774849098,6896,227.98481987527495,4707,155.08075917574243
Na22,10.0,8346,276.922750779268,7975,266.08273568999357,6726,225.46252767780064,4787,159.07045464619242
Na22,10.0,8141,274.1357740363166,8027,267.3504945515066,6741,224.87520427977194,4713,155.82139014574568
Na22,10.0,8547,281.4049812973589,7807,260.169482612601,6630,221.26453790187117,4851,160.0353316948004
Na22,10.0,8316,277.62799157977616,7992,262.9911597542923,6983,229.8547045318698,4562,155.00507500323627
Na22,10.0,8037,268.6394547396211,7917,268.9627400316024,7036,237.1733341745158,4790,158.65668806135636
Na22,10.0,7558,258.117543166137,8127,272.4229923750594,7032,231.47154260263136,4707,157.63428742826065
Na22,10.0,7792,263.6249380892971,7813,260.0545912963563,6757,228.66629373330798,4580,153.46108720448188
Na22,10.0,8004,267.48920006471377,7712,257.02384017046654,6775,227.94256057545493,4606,154.01599929847868
Na22,10.0,8359,276.18526305589575,7955,266.33370217207914,7162,238.76414490786598,4648,155.5073132340513
Na22,10.0,8521,280.00451729915966,7633,256.8960556128414,6647,219.74261462867267,4417,152.17579317735226
Na22,10.0,7923,262.9904331555732,8186,270.7662026247258,6563,220.19398271128682,4710,155.55441619240815
Na22,10.0,8383,277.9278256437402,7798,257.02592523550845,6641,223.93778870522223,4965,164.1728230954071
Na22,10.0,7964,264.07985725573064,7665,251.6329058931821,6560,223.9506295067746,4579,155.17304327443492
Na22,10.0,8348,280.87755194069297,7636,253.9298232744714,7015,232.45779998358492,4893,159.7709048133364
Na22,10.0,8094,269.20856295921783,7816,260.1327518712179,6498,222.4851261120387,4663,154.17163348439476
Na22,10.0,7841,265.91347446882367,7859,263.0829142892538,6793,229.40392122770706,4775,157.5698051332731
Na22,10.0,7861,264.93323603556587,8082,267.2173465212257,6842,229.70181135146322,4546,154.24963735966858
Na22,10.0,7653,256.93676915712524,7973,270.3585149155828,6696,226.14276053961532,4689,155.14904381648947
Na22,10.0,8074,266.69755736492857,7663,256.2093877753748,7142,236.79148859854214,4616,157.56107263292094
Na22,10.0,8070,267.8844220734274,7662,253.8333661875713,6948,225.19130350952176,4470,152.69099307460348
Na22,10.0,8234,271.2371765655677,8266,270.3010229765825,6799,223.61074224773006,4347,147.56299922365136
Na22,10.0,7749,261.4874092636045,7950,265.67053473587845,7160,238.83731152489005,4674,156.69171277637966
Na22,10.0,7939,258.93916094071204,7877,260.88453924294254,7050,232.59391170696733,4517,152.23412293715424
Na22,10.0,7704,261.1598165115281,8016,264.63594404915966,6625,221.70165329039324,4512,148.56551215241439
Na22,10.0,8318,276.2941885850159,7466,246.04195382878154,7117,235.08403851359222,4868,156.6314273762266
Na22,10.0,8297,274.04281122564566,7618,259.74073312161516,6740,227.85303405183174,4526,151.7743730101559
Na22,10.0,8071,262.92220926427444,7710,258.41167923929083,7116,236.09512715286837,4887,160.40684312307548
Na22,10.0,8186,279.1768474481945,8122,271.7741954870267,6832,225.78840571846024,4640,156.62719876776427
Na22,10.0,8123,271.8463795822198,7756,255.41014615358696,6717,229.80755639611922,4961,162.13745811351905
Na22,10.0,8363,278.87171204158443,7636,250.86288897090452,6956,231.3015064040566,4656,154.58074042665936
Na22,10.0,8011,266.19230422364933,7539,252.34065875295056,7069,236.00852631582447,4484,149.94959498338028
Na22,10.0,7893,264.58052413948894,7871,265.28070668597195,6911,229.04672563362752,4639,151.69801011336875
Na22,10.0,8245,275.10215374288316,7496,253.6699525561211,6620,221.64312604361228,4749,157.85495257313818
Na22,10.0,7804,259.9829500001523,7703,257.28336623493504,6879,228.78347169178124,4824,160.094579539842
Na22,10.0,8184,272.4841706989491,7882,265.7598987676205,6899,226.18241044516336,4884,162.75459067079353
Na22,10.0,8206,277.4856312945274,7919,262.3930703380929,6747,223.8953182198383,4895,162.85233057280664
Na22,10.0,8072,268.68567477776764,7820,256.2055365839916,6804,225.0325363836628,4779,161.21156908587253
Na22,10.0,8043,268.43620176784685,7698,258.21734937267354,6713,223.6274161888629,4459,154.17074194940426
Na22,10.0,7709,255.12178342910218,7650,258.3013510432635,7025,234.1852394817489,4551,152.78536396213053
Na22,10.0,7666,252.01377678561826,7675,251.85074261560356,6113,207.51319827361883,4994,165.21440158497228
Na22,10.0,8114,274.6570004671049,8014,270.86338182499225,7025,232.9328441569179,4714,159.84853205197822
Na22,10.0,8092,273.1356857062995,7765,257.17765151126247,6714,225.2450549922766,4503,153.2887281145646
Na22,10.0,8002,264.80292577389696,8055,266.2665116344773,6714,224.86781678967444,4671,154.08022180901233
Na22,10.0,7816,261.9693421774613,7938,269.09543879738413,7131,234.61144409022714,4645,150.63991999261123
Na22,10.0,7833,258.6118351049304,8221,274.07613444908,6618,219.76850238500657,4616,154.25270902884384
Na22,10.0,8201,268.4048269927116,7864,259.9898986881218,6947,230.55135188978474,4547,149.18402065078465
Na22,10.0,8178,272.6961445483039,8050,265.09595047843334,6741,228.07031443409792,4462,149.81599715104264
Na22,10.0,8324,274.0687817224839,8162,271.2209075802763,6851,232.11726440495525,4391,146.6521509364127
Na22,10.0,8155,270.2321106620087,7443,251.14890350327957,6573,222.95091213681332,4770,157.47755134608693
Na22,10.0,7626,253.79315547924958,7804,258.53857271620234,6496,213.2127060458231,4547,153.22129580482135
Na22,10.0,8279,277.4846574160691,7562,259.1502813831779,7119,234.35560301577888,4513,154.41974544732616
Na22,10.0,7954,267.37725940980937,8028,262.2657482418126,6933,227.892858658946,4533,150.3455451965692
Na22,10.0,8314,277.51402810155815,8011,262.0804718198799,6359,214.868741703301,4548,156.73020514247554
Na22,10.0,8011,264.52820300084704,7698,259.11320633604555,7147,238.79300376790692,4911,160.4975019317716
Na22,10.0,7817,258.8213035069733,8139,270.49324807332744,6871,230.5692519991121,4824,162.94306953730631
Na22,10.0,8206,273.7811591321271,7831,265.54065416672034,6791,229.73480837161753,4815,159.86313730068204
Na22,10.0,8196,271.5061821725585,7657,255.12137041030007,6433,216.4520170914538,4346,149.5963674133662
Na22,10.0,8130,273.27575813332874,7885,262.9089069338665,6654,224.1298985693993,4813,155.0364217930047
Na22,10.0,8355,276.91630092380313,7888,261.136715937856,7013,229.81036882382267,4757,160.1067395211397
Na22,10.0,8065,276.71888160077106,8078,262.7436686454487,6899,228.80798781449417,4879,160.64385190064908
Na22,10.0,8037,268.87525281621856,7572,253.97870313847352,6768,231.3340785514744,4548,149.9186590143347
Na22,10.0,8119,275.4144093930628,7772,257.3463835136726,6770,224.64629852560432,4743,155.5609878862643
Na22,10.0,8577,279.6781899346265,7632,256.08629734397846,7370,247.34802774784615,4707,155.94867119869176
Na22,10.0,8049,269.5478943822901,7795,254.73790141527095,6912,227.55027563227995,4664,155.39742333974627
Na22,10.0,8701,288.2698884317193,7535,252.3839119606948,6862,229.0580419715743,4733,156.55284782001303
Na22,10.0,7996,264.3871261448172,7562,252.80802071005508,7108,239.41697310906147,4742,156.545470101509
Na22,10.0,8134,269.5762040650559,7731,258.4353510337837,6713,229.5637569572056,4708,156.40616848709078
Na22,10.0,8104,272.3372572410557,7985,266.7656973530403,7063,234.34952052327864,4685,155.19230478611607
Na22,10.0,7840,261.0438100793151,7793,259.76254887399284,7012,234.89959825265257,4853,160.80741144352956
Na22,10.0,8027,271.5922471324536,7956,263.826494841363,6642,222.26233549487006,4781,155.9314650650401
Na22,10.0,7903,264.3958701863494,7649,255.93281338009461,6827,225.7158770022425,4800,162.93194027728518
Na22,10.0,8253,276.14980231760086,8048,268.95128649855167,6924,232.03731966729495,4649,157.11286589915298
Na22,10.0,8285,270.7063235188024,7979,267.4558881918854,7087,231.24523414150156,4954,163.70643860302434
Na22,10.0,8111,270.3256755661231,7489,252.37900785000136,6420,217.21388315675586,4627,153.0926212247657
Na22,10.0,8471,277.80020039897016,7742,264.9416023197142,6564,221.790226082828,4637,155.64003856095067
Na22,10.0,8713,284.3413353574722,7525,255.2714517697056,7055,237.65971835119964,4823,156.71752536128386
Na22,10.0,8136,274.98414310795636,8051,267.7060042951065,6914,234.51983735014164,5019,163.18192546473168
Na22,10.0,7708,257.27177892532904,8051,269.6442849538904,6840,227.99632457560884,4721,157.12746816715102
Na22,10.0,7915,265.8365613314729,7406,246.41408754049002,7051,229.92015243120727,4787,161.40078095776562
Na22,10.0,8379,281.04737683222373,7495,251.76453607075385,6835,231.52078601663402,4882,164.18947565120143
Na22,10.0,8377,283.6370902780711,8130,263.4750791461431,6552,221.95791044242677,4648,153.9896841847925
Na22,10.0,7953,262.27428692632884,7727,263.1442076065373,6850,230.58774346952683,4660,157.6533969270134
Na22,10.0,8007,264.99630337450253,7965,262.32058591007916,6808,229.68026842853422,4864,161.87100058540295
Na22,10.0,7992,266.0366175157471,7760,254.9598960112325,7096,237.17099578630902,4675,154.88723180109778
Na22,10.0,7969,261.78980966979475,7899,262.236366946084,6677,222.53853916282452,4562,154.46758022657176
Na22,10.0,7803,261.56508233750253,7814,258.47971696843047,6756,220.7050515905723,4744,156.89082408737195
Na22,10.0,8709,286.5248236144332,8211,266.67023099122184,6715,225.27448827361854,4773,161.88588694136558
Na22,10.0,8186,267.8910449085193,7846,260.19773947649185,6678,229.41414506338097,4676,156.54943215193344
Na22,10.0,7908,270.84870008544584,8014,267.8502918903078,7202,238.28073192654585,4875,161.61179595480303
Na22,10.0,8271,272.8224446823493,8201,266.48339247873866,7295,244.60818682834966,4743,156.24937816670732
Na22,10.0,8132,272.73319557851505,8360,274.2020104025447,6795,228.89157915432057,4831,161.82905448865696
Na22,10.0,8195,274.07147790268664,7699,261.8803003274277,6996,233.11292056563323,4735,157.356373022189
Na22,10.0,8279,273.10219783285754,7989,269.2699677967411,6643,230.0640401433004,4415,151.13374767510345
Na22,10.0,8245,272.6810263938654,7889,264.50585765793437,6966,233.51016856138418,5004,160.9363423040534
Na22,10.0,7892,264.54832962596464,8145,269.6699999415929,6858,230.3618773354996,4889,162.38517763142775
Na22,10.0,8239,270.78100041016006,8048,268.73403447195085,6707,219.58997083195925,4340,147.600138543558
Na22,10.0,8212,275.05608003839995,8078,267.28107599930956,7224,238.36798761701186,4683,158.8696793664874
Na22,10.0,7634,253.92024876283503,7887,262.822844500384,6327,212.61950819815306,4760,161.0186216012901
Na22,10.0,8237,270.54281636711164,8034,267.85125658762377,6798,227.63201472103074,4809,155.75731452476697
Na22,10.0,7949,265.3413056741608,7431,248.16553881709393,6955,231.7389418524989,4663,157.98459305847166
Na22,10.0,8175,267.05430785687395,7450,251.17239693409198,7102,237.22234139799426,4534,150.71741869859798
Na22,10.0,7976,267.2947162466282,7871,260.48385553131436,6863,224.93292688213535,4768,159.58096742510784
Na22,10.0,7964,267.06549213819346,7566,255.62359712421363,6929,232.26114459771273,4590,154.8913768542179
Na22,10.0,7826,257.90237389817275,7853,262.5838825792587,7079,239.073363855678,4607,152.71206452036984
Na22,10.0,8151,271.2827961947786,7939,263.05013256646964,7081,231.9390112065971,4541,151.9341717367376
Na22,10.0,8328,276.6611799130758,8214,268.44148276751014,6677,223.81806498161708,4620,159.20471580870625
Na22,10.0,8412,282.38729211514413,7996,261.20584572557357,6697,219.44669105054206,4943,164.13107563738922
Na22,10.0,8236,268.8878764655445,8136,269.4709264139515,6648,222.76216788603142,4763,161.54542661758558
Na22,10.0,8228,275.418718270822,7644,259.7796173949538,7008,230.39716535420072,4753,156.49615548678054
Na22,10.0,7888,264.23280065493907,7945,262.8976688062879,6716,228.40149015639943,4977,163.34041861467747
Na22,10.0,8517,281.5451739195052,7859,265.25309383608885,6834,225.9493599216544,4390,148.4127343010802
Na22,10.0,8650,283.78456522494207,8004,265.14507371734805,6886,227.49498732721636,4697,155.88314766441246
Na22,10.0,8310,274.4087634139934,7932,266.3283078141068,6640,224.10069220648384,4626,152.95761180660972
Na22,10.0,8046,263.4073779828716,7798,260.73178233886256,6751,225.78987760134189,4611,155.47166988403413
Na22,10.0,7801,258.41534123544443,8358,282.95198451515097,6579,220.9295710983483,4768,157.6295717742162
Na22,10.0,8524,284.5801323750033,8057,264.74580054912735,7138,238.13757474747842,4782,161.8918904914258
Na22,10.0,8230,272.908931575617,7957,268.0386461106797,6996,230.00610600378397,4952,164.27918079565362
Na22,10.0,8090,270.0519354078279,7758,255.37301311212013,6868,227.13034269327613,4662,154.43513113898044
Na22,10.0,8286,274.5461227481885,7500,251.3628468603262,6797,227.42665343511706,4619,158.04905703349831
Na22,10.0,7915,264.1211869568649,7760,259.5034828910706,6503,216.8187977817019,4687,157.83577787639163
Na22,20.0,2515,83.84330663185762,2478,82.61816883643168,2162,71.93211511006166,1573,51.597725300166445
Na22,20.0,2379,79.13322521129567,2418,78.2881500065145,2301,72.41233983031384,1553,54.72803415312931
Na22,20.0,2427,82.4125785652225,2452,81.01656342202753,2120,71.46490157621412,1630,54.739257035793635
Na22,20.0,2505,81.25286193884173,2517,82.86908550968037,2153,72.5734786995555,1488,51.66941308974495
Na22,20.0,2585,86.51758318962035,2567,83.13355304415705,2159,71.98871738588856,1605,53.09066588270815
Na22,20.0,2493,81.04984701259684,2559,81.69700877973649,2240,75.88112704848879,1628,53.77286075803658
Na22,20.0,2538,82.13684313741678,2556,84.9916613747596,2211,73.72295218536183,1688,53.600003631422204
Na22,20.0,2551,86.27044319140019,2487,79.82980310826665,2138,71.09299590714728,1626,54.93791038416408
Na22,20.0,2283,77.94420881684522,2470,80.94792030531593,2100,71.77128003191238,1613,54.19022111835939
Na22,20.0,2444,82.59463322565648,2417,79.18381461539714,2212,73.02480011421522,1584,51.98337953243437
Na22,20.0,2389,80.82969059975478,2250,76.98236066079045,2224,70.80039451483859,1652,54.129101963030855
Na22,20.0,2524,83.7781137213702,2487,84.84164614332838,2065,70.97673295167948,1605,54.441234101524444
Na22,20.0,2417,82.04175030836717,2382,81.52904026469328,2127,71.72857847044162,1650,53.28454257614026
Na22,20.0,2452,80.72133393523319,2338,80.65255424238751,2165,70.16872602857943,1585,53.4706460058112
Na22,20.0,2465,85.4835286704043,2561,81.50528541199823,2163,73.35762030403748,1636,53.29619687238256
Na22,20.0,2503,84.11967627029206,2369,81.60459528818436,2191,74.07965948562,1548,51.68027369668195
Na22,20.0,2525,83.67241783601638,2459,80.57480935149118,2164,72.04603035959673,1565,51.4210099080064
Na22,20.0,2442,80.82662818553314,2441,82.22177650689315,2247,73.61991674346294,1564,54.28966239852567
Na22,20.0,2529,82.34599375583616,2446,82.3113857963059,2233,74.10745539479174,1548,53.776219863396584
Na22,20.0,2462,82.33451206849679,2438,80.14988182618903,2217,73.97886516592706,1692,52.88375393170487
Na22,20.0,2408,80.6718349032403,2394,81.89560217426578,2205,73.07149363318095,1595,53.84714164569946
Na22,20.0,2546,84.73613663433247,2293,78.34775804311622,2185,71.46978001168387,1645,53.917449939253295
Na22,20.0,2464,79.73206784941988,2393,81.32753912221655,2019,70.3480059436259,1633,55.18217602746659
Na22,20.0,2535,84.16370430461201,2376,80.58290254138244,2162,72.34187826668256,1674,54.78058544451596
Na22,20.0,2437,82.24281579211103,2447,81.94919656201631,2101,70.1741281137083,1654,53.872248882821864
Na22,20.0,2502,81.93690348268973,2380,78.38026297495998,2114,73.09321303506361,1568,53.479954199246095
Na22,20.0,2468,81.24668806753355,2695,88.65202859626675,2199,73.65650790180547,1772,56.06755244071523
Na22,20.0,2430,80.41905095761892,2428,78.69735460435564,2220,71.06004091627482,1688,56.26315348873096
Na22,20.0,2560,86.16623665528085,2409,83.22167602375482,2182,72.2650874460111,1650,54.23176337598161
Na22,20.0,2501,84.29514345981036,2402,78.29681268188136,2164,70.8207097558228,1646,53.57152742799747
Na22,20.0,2609,86.20444706480639,2499,80.38398660391172,2124,73.54396127143633,1590,54.123166664666066
Na22,20.0,2425,81.03741907846884,2345,79.4219814254209,2208,72.81564393965246,1613,54.28644919522618
Na22,20.0,2546,85.05999140301716,2287,80.15071930363548,2173,70.4353922445969,1593,53.829771663385884
Na22,20.0,2486,82.87673569980984,2395,81.4486940783182,2184,72.15005226831136,1592,53.57659576473352
Na22,20.0,2321,80.69531468452627,2418,80.66875965148307,2180,71.31362909978729,1657,54.845387535696005
Na22,20.0,2488,81.13600180081187,2387,78.30404884825262,2200,72.7986066759847,1630,53.73674286211628
Na22,20.0,2525,82.98652279328715,2469,80.55395280691334,2105,71.15240456600367,1731,54.99466994479586
Na22,20.0,2399,79.84314348809815,2496,81.57536443971838,2189,71.33112187453955,1651,55.274456188205875
Na22,20.0,2548,83.04756697824546,2568,85.51050158865029,2074,69.28292195092641,1648,55.30007622082258
Na22,20.0,2401,81.19931907662924,2520,82.11621350922576,2190,72.37106478864384,1583,53.95302266257316
Na22,20.0,2447,81.95375248851573,2483,81.37386915309864,2175,73.31351340990858,1650,54.18063568468514
Na22,20.0,2470,81.59246320650698,2475,81.98099443303752,2105,70.00897495583212,1586,53.55403940575118
Na22,20.0,2530,83.81905035508345,2453,82.32527267038037,2058,70.67217632450478,1605,53.141887296103924
Na22,20.0,2551,83.6869997765573,2398,78.3792472222477,2173,72.68286467507407,1679,54.19334480046665
Na22,20.0,2533,80.8392457488117,2369,80.04265764692417,2277,72.99352901854206,1573,52.58567421179521
Na22,20.0,2326,79.59837922073541,2485,79.64757808823947,2191,71.62821706203115,1588,53.180629753957405
Na22,20.0,2508,84.54567732973402,2438,80.9739934300612,2130,70.47696635585817,1650,52.71847004470638
Na22,20.0,2443,83.75451610218067,2448,79.75558174917094,2218,70.67076297606705,1654,55.45266553731666
Na22,20.0,2514,82.77021818021191,2416,81.95366007439658,2176,71.99136143657614,1760,56.677273427866304
Na22,20.0,2560,84.87613808684696,2483,79.81857649020984,2044,71.02320691419732,1691,54.16010036222412
Na22,20.0,2558,84.75876737954424,2380,80.32073776512593,2100,70.98987794908452,1564,53.30832464443661
Na22,20.0,2543,84.0441489747037,2434,80.55109032335452,2150,72.16710974068963,1591,52.95352587462608
Na22,20.0,2407,81.45064841095282,2403,80.19277327258786,2073,70.54317344134259,1609,53.86303218676937
Na22,20.0,2526,85.82054541252703,2551,83.11909738643217,2208,71.86139491661308,1640,55.32162602333739
Na22,20.0,2603,81.2324042094589,2361,81.81373201550518,2155,71.39448766435342,1614,54.068147842641416
Na22,20.0,2463,82.45524193441977,2396,79.17343361993049,2079,70.91411572384993,1612,53.342046956759894
Na22,20.0,2476,83.5865601330012,2338,80.04012953562486,2241,71.64880077116936,1598,54.304958202887
Na22,20.0,2388,79.9540814867523,2305,79.84857084965564,2263,71.07992335536403,1640,54.32292991101376
Na22,20.0,2310,80.9933794473242,2552,85.51857571099629,2165,74.53460618553089,1548,53.24865262637799
Na22,20.0,2571,85.18130697922757,2453,80.88484763160622,2121,69.74779687617024,1675,53.06783677141198
