isotope,distance_cm,counts_free,counts_Al,counts_Cu,counts_Pb,Al_ratio,Cu_ratio,Pb_ratio
Cs137,30.0,1395,1354,1285,963,0.9706093189964158,0.921146953405018,0.6903225806451613
Cs137,30.0,1417,1224,1185,1011,0.8637967537050106,0.8362738179251941,0.7134791813690896
Cs137,30.0,1379,1330,1298,998,0.9644670050761421,0.9412617839013778,0.7237128353879623
Cs137,30.0,1325,1449,1308,1066,1.0935849056603772,0.9871698113207548,0.8045283018867925
Cs137,30.0,1347,1422,1300,1001,1.0556792873051224,0.9651076466221232,0.7431328878990349
Cs137,30.0,1396,1394,1250,1082,0.998567335243553,0.8954154727793696,0.7750716332378224
Cs137,30.0,1405,1381,1276,1075,0.9829181494661922,0.9081850533807829,0.7651245551601423
Cs137,30.0,1459,1415,1298,1052,0.969842357779301,0.8896504455106237,0.7210418094585332
Cs137,30.0,1422,1376,1246,953,0.9676511954992968,0.8762306610407876,0.670182841068917
Cs137,30.0,1446,1378,1289,1013,0.9529737206085753,0.8914246196403873,0.7005532503457814
Cs137,30.0,1369,1339,1243,1015,0.9780861943024105,0.9079620160701242,0.7414170927684441
Cs137,30.0,1395,1342,1318,1035,0.9620071684587813,0.9448028673835125,0.7419354838709677
Cs137,30.0,1406,1338,1302,1067,0.9516358463726885,0.9260312944523471,0.7588904694167852
Cs137,30.0,1493,1327,1324,1041,0.8888144675150703,0.8868050904219692,0.6972538513060951
Cs137,30.0,1434,1352,1304,1048,0.9428172942817294,0.9093444909344491,0.7308228730822873
Cs137,30.0,1382,1487,1226,1030,1.0759768451519538,0.8871201157742402,0.7452966714905933
Cs137,30.0,1409,1433,1278,1102,1.0170333569907737,0.9070262597586941,0.7821149751596878
Cs137,30.0,1433,1358,1248,1029,0.947662247034194,0.8709002093510119,0.7180739706908583
Cs137,30.0,1367,1344,1174,1074,0.9831748354059985,0.858814923189466,0.7856620336503292
Cs137,30.0,1358,1421,1367,1039,1.0463917525773196,1.0066273932253313,0.7650957290132547
Cs137,30.0,1446,1372,1239,1070,0.9488243430152143,0.8568464730290456,0.739972337482711
Cs137,30.0,1424,1330,1256,1071,0.9339887640449438,0.8820224719101124,0.7521067415730337
Cs137,30.0,1437,1409,1219,969,0.9805149617258176,0.848295059151009,0.6743215031315241
Cs137,30.0,1448,1378,1204,1035,0.9516574585635359,0.8314917127071824,0.7147790055248618
Cs137,30.0,1405,1411,1345,1059,1.004270462633452,0.9572953736654805,0.7537366548042704
Cs137,30.0,1391,1335,1260,1042,0.9597411933860532,0.905823148813803,0.7491013659237958
Cs137,30.0,1413,1359,1261,1093,0.9617834394904459,0.8924274593064402,0.7735314932767162
Cs137,30.0,1428,1426,1296,1035,0.9985994397759104,0.907563025210084,0.7247899159663865
Cs137,30.0,1381,1366,1331,990,0.9891383055756698,0.9637943519188994,0.7168718320057929
Cs137,30.0,1419,1321,1251,1050,0.930937279774489,0.8816067653276956,0.7399577167019028
Na22,10.0,7504,8170,6863,4988,1.0887526652452026,0.9145788912579957,0.6647121535181236
Na22,10.0,7911,7721,7029,4564,0.9759828087473139,0.888509670079636,0.5769182151434711
Na22,10.0,7699,7799,6883,4545,1.0129886998311468,0.8940122093778413,0.5903364073256268
Na22,10.0,7663,7980,6787,4637,1.0413676105963723,0.8856844577841576,0.6051154900169646
Na22,10.0,7931,7483,7000,4648,0.9435127978817299,0.8826125330979699,0.5860547219770521
Na22,10.0,7994,8080,7152,4839,1.0107580685514135,0.8946710032524393,0.6053289967475607
Na22,10.0,7810,7853,6811,4664,1.00550576184379,0.8720870678617157,0.5971830985915493
Na22,10.0,8246,7651,6753,4451,0.9278438030560272,0.8189425175842833,0.5397768615086103
Na22,10.0,7870,7894,6776,4846,1.0030495552731893,0.8609911054637865,0.6157560355781448
Na22,10.0,7808,7792,6619,4771,0.9979508196721312,0.8477202868852459,0.6110399590163934
Na22,10.0,7868,7711,6937,4750,0.980045754956787,0.8816725978647687,0.6037112353838332
Na22,10.0,8306,7638,6847,4677,0.9195762099686974,0.8243438478208523,0.5630869251143752
Na22,10.0,8150,7692,6598,4718,0.9438036809815951,0.8095705521472393,0.5788957055214724
Na22,10.0,8328,7775,6893,4911,0.9335975024015369,0.8276897214217099,0.5896974063400576
Na22,10.0,8300,7438,6827,4566,0.896144578313253,0.8225301204819278,0.5501204819277108
Na22,10.0,8509,7946,7107,4708,0.9338347631919145,0.8352332824068633,0.5532965095780937
Na22,10.0,7871,8125,6423,4902,1.0322703595477067,0.8160335408461441,0.6227925295388134
Na22,10.0,8340,7961,6486,4910,0.9545563549160672,0.7776978417266187,0.5887290167865707
Na22,10.0,8036,7528,6731,4646,0.9367844698855152,0.8376057740169238,0.5781483325037332
Na22,10.0,7805,8084,7252,4894,1.0357463164638052,0.9291479820627803,0.6270339525944907
Na22,10.0,7875,7861,6954,4844,0.9982222222222222,0.8830476190476191,0.6151111111111112
Na22,10.0,8414,7996,6534,4700,0.9503208937485144,0.7765628714048015,0.5585928214879962
Na22,10.0,8102,7823,6910,4510,0.9655640582572205,0.8528758331276228,0.5566526783510244
Na22,10.0,7980,7672,6366,4544,0.9614035087719298,0.7977443609022556,0.569423558897243
Na22,10.0,8331,8007,6557,4906,0.9611091105509543,0.7870603769055335,0.5888848877685752
Na22,10.0,8267,8044,7095,4751,0.9730252812386597,0.8582315229224629,0.5746945687673884
Na22,10.0,8381,7956,6800,4597,0.949290060851927,0.8113590263691683,0.5485025653263333
Na22,10.0,8163,7612,7012,4841,0.9325003062599534,0.8589979174323166,0.5930417738576503
Na22,10.0,8151,7471,6355,4746,0.9165746534167587,0.7796589375536744,0.5822598454177401
Na22,10.0,8003,7748,6867,4489,0.9681369486442584,0.8580532300387355,0.5609146570036236
Na22,10.0,8330,7827,6889,4708,0.9396158463385355,0.8270108043217287,0.5651860744297719
Na22,10.0,8225,7826,7166,4809,0.9514893617021276,0.8712462006079027,0.5846808510638298
Na22,10.0,8021,7893,6760,4728,0.9840418900386485,0.8427876823338736,0.5894526866974192
Na22,10.0,8388,8086,7202,4689,0.963996185026228,0.8586075345731998,0.5590128755364807
Na22,10.0,7822,7898,6946,4957,1.0097161851188954,0.8880081820506265,0.6337253899258501
Na22,10.0,7753,7937,7011,4468,1.02373274861344,0.904295111569715,0.5762930478524442
Na22,10.0,8062,7560,6765,4882,0.9377325725626395,0.8391218060034731,0.6055569337633342
Na22,10.0,8130,7905,6912,4735,0.9723247232472325,0.8501845018450185,0.5824108241082411
Na22,10.0,7836,7438,6396,4904,0.9492087799897907,0.8162327718223583,0.625829504849413
Na22,10.0,7947,7876,6804,4582,0.9910658109978608,0.8561721404303511,0.5765697747577703
Na22,10.0,8665,7862,6797,4564,0.9073283323716099,0.7844200807847663,0.5267166762839007
Na22,10.0,8364,7264,6784,4624,0.8684839789574367,0.8110951697752271,0.5528455284552846
Na22,10.0,8106,7845,7033,4678,0.9678016284233901,0.8676289168517147,0.5771033802121885
Na22,10.0,8034,7950,6849,4480,0.9895444361463779,0.8525018670649739,0.557630072193179
Na22,10.0,8073,7689,7106,4619,0.9524340393905611,0.8802180106527933,0.5721540938932244
Na22,10.0,8163,7754,6840,4772,0.9498958716158276,0.8379272326350606,0.5845889991424721
Na22,10.0,8212,7696,6600,5029,0.9371651242084754,0.8037018996590356,0.6123964929371651
Na22,10.0,8071,7983,7244,4735,0.9890967661999752,0.8975343823565853,0.5866683186717879
Na22,10.0,7868,7971,6694,4674,1.0130910015251653,0.8507880020335536,0.5940518556176919
Na22,10.0,7969,7928,6977,4772,0.994855063370561,0.8755176308194252,0.5988204291630066
Na22,10.0,8129,7680,6653,4562,0.9447656538319597,0.8184278509041703,0.5612006396850782
Na22,10.0,8216,7795,6907,4652,0.9487585199610516,0.8406767283349562,0.5662122687439143
Na22,10.0,7943,7610,6873,4688,0.9580762935918419,0.8652901926224349,0.5902052121364724
Na22,10.0,8676,7433,7010,4998,0.8567312125403411,0.8079760258183495,0.5760719225449515
Na22,10.0,8572,7732,6830,4360,0.9020065328978069,0.7967802146523565,0.5086327578161456
Na22,10.0,7884,7605,6315,4634,0.9646118721461188,0.8009893455098934,0.5877727042110604
Na22,10.0,8774,8004,6755,4729,0.9122407111921587,0.7698883063596991,0.5389788010029632
Na22,10.0,7973,7839,6965,4896,0.9831932773109243,0.8735733099209834,0.6140724946695096
Na22,10.0,8013,7758,6746,4709,0.9681767128416323,0.8418819418445027,0.5876700361911893
Na22,10.0,8310,7665,6528,4655,0.9223826714801444,0.7855595667870036,0.5601684717208183
Na22,10.0,8260,7681,7246,4725,0.9299031476997579,0.8772397094430993,0.5720338983050848
Na22,10.0,7965,8233,6810,4660,1.0336472065285625,0.8549905838041432,0.5850596359070935
Na22,10.0,8093,7682,6824,4509,0.9492153713085383,0.8431978252811071,0.5571481527245767
Na22,10.0,8312,7875,7114,4606,0.9474254090471608,0.8558710298363811,0.5541385948026949
Na22,10.0,8231,7676,6571,4525,0.9325719839630665,0.7983234114931357,0.5497509415623861
Na22,10.0,8055,8212,7190,4526,1.0194909993792676,0.8926132836747361,0.5618870266914959
Na22,10.0,8006,7931,6838,4665,0.9906320259805146,0.8541094179365476,0.582687984011991
Na22,10.0,8094,8030,6825,4593,0.9920929083271559,0.8432171979243884,0.5674573758339511
Na22,10.0,7932,7549,7065,4804,0.9517145738779627,0.890695915279879,0.605648008068583
Na22,10.0,8356,7783,7221,4382,0.9314265198659646,0.864169459071326,0.5244135950215414
Na22,10.0,8050,7963,6868,4892,0.9891925465838509,0.853167701863354,0.6077018633540373
Na22,10.0,8298,7642,6959,4425,0.920944805977344,0.8386358158592432,0.5332610267534346
Na22,10.0,8029,7853,6218,4846,0.9780794619504297,0.7744426454103873,0.6035620874330552
Na22,10.0,8244,7872,6846,4694,0.9548762736535662,0.8304221251819505,0.5693837942746239
Na22,10.0,8245,7753,7096,4672,0.9403274711946634,0.8606428138265616,0.5666464523953911
Na22,10.0,8240,8013,7035,4912,0.9724514563106796,0.8537621359223301,0.596116504854369
Na22,10.0,7809,7589,6848,4633,0.9718273786656422,0.8769368677167371,0.5932897938276348
Na22,10.0,7670,7762,6432,4536,1.0119947848761408,0.8385919165580182,0.5913950456323338
Na22,10.0,7795,7886,6669,4730,1.0116741500962154,0.8555484284797947,0.6067992302758178
Na22,10.0,8418,7776,6896,4707,0.9237348538845331,0.8191969588976004,0.5591589451176051
Na22,10.0,8346,7975,6726,4787,0.9555475676971004,0.8058950395398994,0.5735681763719147
Na22,10.0,8141,8027,6741,4713,0.9859968062891536,0.828030954428203,0.5789215084141998
Na22,10.0,8547,7807,6630,4851,0.9134199134199135,0.7757107757107757,0.5675675675675675
Na22,10.0,8316,7992,6983,4562,0.961038961038961,0.8397065897065897,0.5485810485810486
Na22,10.0,8037,7917,7036,4790,0.9850690556177678,0.87545103894488,0.595993529924101
Na22,10.0,7558,8127,7032,4707,1.0752844667901562,0.9304048690129664,0.6227838052394813
Na22,10.0,7792,7813,6757,4580,1.0026950718685832,0.8671714579055442,0.587782340862423
Na22,10.0,8004,7712,6775,4606,0.9635182408795602,0.8464517741129435,0.5754622688655672
Na22,10.0,8359,7955,7162,4648,0.9516688599114727,0.8568010527575068,0.5560473740878096
Na22,10.0,8521,7633,6647,4417,0.8957868794742401,0.7800727614129797,0.5183663889214881
Na22,10.0,7923,8186,6563,4710,1.0331944970339517,0.8283478480373596,0.594471790988262
Na22,10.0,8383,7798,6641,4965,0.9302159131575808,0.7921984969581295,0.592270070380532
Na22,10.0,7964,7665,6560,4579,0.9624560522350578,0.8237066800602713,0.5749623304871924
Na22,10.0,8348,7636,7015,4893,0.9147101102060373,0.8403210349784379,0.5861284139913752
Na22,10.0,8094,7816,6498,4663,0.9656535705460835,0.8028169014084507,0.5761057573511242
Na22,10.0,7841,7859,6793,4775,1.0022956255579645,0.8663435786251754,0.6089784466267057
Na22,10.0,7861,8082,6842,4546,1.0281134715685027,0.8703727261162701,0.5782979264724589
Na22,10.0,7653,7973,6696,4689,1.0418136678426761,0.8749509996079968,0.6127009016072129
Na22,10.0,8074,7663,7142,4616,0.9490958632648006,0.8845677483279664,0.5717116670795145
Na22,10.0,8070,7662,6948,4470,0.9494423791821561,0.8609665427509293,0.5539033457249071
Na22,10.0,8234,8266,6799,4347,1.0038863249939276,0.8257226135535585,0.5279329608938548
Na22,10.0,7749,7950,7160,4674,1.0259388308168795,0.9239901922828752,0.6031746031746031
Na22,10.0,7939,7877,7050,4517,0.9921904521980098,0.8880211613553344,0.56896334550951
Na22,10.0,7704,8016,6625,4512,1.0404984423676011,0.8599428868120457,0.5856697819314641
Na22,10.0,8318,7466,7117,4868,0.8975715316181775,0.8556143303678769,0.5852368357778313
Na22,10.0,8297,7618,6740,4526,0.9181631915150055,0.812341810292877,0.5454983729058696
Na22,10.0,8071,7710,7116,4887,0.9552719613430801,0.8816751331929129,0.6055011770536489
Na22,10.0,8186,8122,6832,4640,0.9921817737600782,0.834595651111654,0.5668214023943318
Na22,10.0,8123,7756,6717,4961,0.9548196479133325,0.8269112396897698,0.6107349501415733
Na22,10.0,8363,7636,6956,4656,0.9130694726772689,0.831758938180079,0.5567380126748774
Na22,10.0,8011,7539,7069,4484,0.9410810136062914,0.8824116839345899,0.5597303707402321
Na22,10.0,7893,7871,6911,4639,0.9972127201317623,0.8755859622450273,0.5877359685797542
Na22,10.0,8245,7496,6620,4749,0.9091570648878108,0.802910855063675,0.5759854457246816
Na22,10.0,7804,7703,6879,4824,0.9870579190158892,0.8814710404920554,0.6181445412608918
Na22,10.0,8184,7882,6899,4884,0.9630987292277615,0.8429863147605083,0.5967741935483871
Na22,10.0,8206,7919,6747,4895,0.965025591030953,0.8222032659029979,0.596514745308311
Na22,10.0,8072,7820,6804,4779,0.9687809712586719,0.8429137760158573,0.5920465807730426
Na22,10.0,8043,7698,6713,4459,0.9571055576277508,0.834638816362054,0.5543951261966927
Na22,10.0,7709,7650,7025,4551,0.9923466078609418,0.911272538591257,0.5903489427941367
Na22,10.0,7666,7675,6113,4994,1.0011740151317505,0.7974171667101487,0.6514479519958257
Na22,10.0,8114,8014,7025,4714,0.9876756223810698,0.8657875277298497,0.5809711609563717
Na22,10.0,8092,7765,6714,4503,0.9595897182402373,0.8297083539298072,0.5564755313890262
Na22,10.0,8002,8055,6714,4671,1.006623344163959,0.839040239940015,0.5837290677330668
Na22,10.0,7816,7938,7131,4645,1.01560900716479,0.9123592630501536,0.5942937563971341
Na22,10.0,7833,8221,6618,4616,1.0495340227243712,0.844887016468786,0.589301672411592
Na22,10.0,8201,7864,6947,4547,0.9589074503109377,0.847091818070967,0.5544445799292769
Na22,10.0,8178,8050,6741,4462,0.9843482514062117,0.8242846661775495,0.5456101736365859
Na22,10.0,8324,8162,6851,4391,0.9805382027871216,0.8230418068236425,0.5275108121095627
Na22,10.0,8155,7443,6573,4770,0.9126916002452483,0.8060085836909872,0.5849172286940527
Na22,10.0,7626,7804,6496,4547,1.023341201153947,0.8518227117755048,0.596249672174141
Na22,10.0,8279,7562,7119,4513,0.9133953376011595,0.8598864597173572,0.5451141442203165
Na22,10.0,7954,8028,6933,4533,1.0093034950968067,0.8716369122454111,0.5699019361327634
Na22,10.0,8314,8011,6359,4548,0.9635554486408467,0.7648544623526582,0.5470291075294683
Na22,10.0,8011,7698,7147,4911,0.960928723005867,0.8921482960928723,0.6130320808887779
Na22,10.0,7817,8139,6871,4824,1.0411922732506076,0.8789817065370347,0.6171165408724575
Na22,10.0,8206,7831,6791,4815,0.9543017304411406,0.8275651961979039,0.5867657811357543
Na22,10.0,8196,7657,6433,4346,0.9342362127867252,0.7848950707662274,0.530258662762323
Na22,10.0,8130,7885,6654,4813,0.9698646986469864,0.818450184501845,0.5920049200492005
Na22,10.0,8355,7888,7013,4757,0.9441053261520048,0.839377618192699,0.5693596648713345
Na22,10.0,8065,8078,6899,4879,1.0016119032858029,0.8554246745195289,0.6049597024178549
Na22,10.0,8037,7572,6768,4548,0.9421425905188503,0.8421052631578947,0.5658827920865995
Na22,10.0,8119,7772,6770,4743,0.9572607463973396,0.8338465328242395,0.5841852444882375
Na22,10.0,8577,7632,7370,4707,0.8898216159496327,0.8592748047102716,0.5487932843651626
Na22,10.0,8049,7795,6912,4664,0.9684432848801093,0.8587402161759224,0.5794508634612996
Na22,10.0,8701,7535,6862,4733,0.865992414664981,0.7886449833352488,0.5439604643144467
Na22,10.0,7996,7562,7108,4742,0.9457228614307154,0.888944472236118,0.5930465232616308
Na22,10.0,8134,7731,6713,4708,0.9504548807474797,0.8253012048192772,0.5788050159822965
Na22,10.0,8104,7985,7063,4685,0.9853158933859822,0.8715449160908193,0.5781095755182626
Na22,10.0,7840,7793,7012,4853,0.9940051020408164,0.8943877551020408,0.6190051020408164
Na22,10.0,8027,7956,6642,4781,0.9911548523732403,0.8274573315061667,0.5956148000498318
Na22,10.0,7903,7649,6827,4800,0.9678603062128306,0.8638491712008098,0.6073642920409971
Na22,10.0,8253,8048,6924,4649,0.9751605476796317,0.8389676481279534,0.5633103114019145
Na22,10.0,8285,7979,7087,4954,0.9630657815328908,0.8554013277006639,0.5979480989740494
Na22,10.0,8111,7489,6420,4627,0.9233140180002466,0.7915176920231785,0.5704598693132783
Na22,10.0,8471,7742,6564,4637,0.9139416833903907,0.7748789989375516,0.5473970015346477
Na22,10.0,8713,7525,7055,4823,0.863652014231608,0.8097096292895674,0.5535406863307701
Na22,10.0,8136,8051,6914,5019,0.9895526057030481,0.849803343166175,0.6168879056047197
Na22,10.0,7708,8051,6840,4721,1.0444992215879605,0.8873897249610794,0.6124805396990141
Na22,10.0,7915,7406,7051,4787,0.9356917245735944,0.890840176879343,0.604801010739103
Na22,10.0,8379,7495,6835,4882,0.8944981501372479,0.8157298006922067,0.5826470939252895
Na22,10.0,8377,8130,6552,4648,0.970514503999045,0.7821415781305957,0.5548525725199952
Na22,10.0,7953,7727,6850,4660,0.9715830504212247,0.8613101974097824,0.5859424116685528
Na22,10.0,8007,7965,6808,4864,0.9947545897339828,0.8502560259772699,0.6074684650930436
Na22,10.0,7992,7760,7096,4675,0.970970970970971,0.8878878878878879,0.58495995995996
Na22,10.0,7969,7899,6677,4562,0.9912159618521772,0.8378717530430417,0.5724683147195382
Na22,10.0,7803,7814,6756,4744,1.0014097142124825,0.8658208381391772,0.6079712930924004
Na22,10.0,8709,8211,6715,4773,0.9428177747158112,0.7710414513721437,0.5480537375129176
Na22,10.0,8186,7846,6678,4676,0.9584656731004153,0.8157830442218422,0.5712191546542879
Na22,10.0,7908,8014,7202,4875,1.0134041476985332,0.9107233181588265,0.616464339908953
Na22,10.0,8271,8201,7295,4743,0.9915366944746705,0.8819973401039778,0.573449401523395
Na22,10.0,8132,8360,6795,4831,1.02803738317757,0.8355878012788982,0.5940727988194786
Na22,10.0,8195,7699,6996,4735,0.9394752898108603,0.8536912751677852,0.577791336180598
Na22,10.0,8279,7989,6643,4415,0.9649716149293392,0.802391593187583,0.5332769658171277
Na22,10.0,8245,7889,6966,5004,0.9568223165554882,0.8448756822316555,0.606913280776228
Na22,10.0,7892,8145,6858,4889,1.0320577800304105,0.8689812468322352,0.6194880892042575
Na22,10.0,8239,8048,6707,4340,0.976817574948416,0.8140551037747299,0.5267629566694987
Na22,10.0,8212,8078,7224,4683,0.9836824159766195,0.8796882610813443,0.5702630297126157
Na22,10.0,7634,7887,6327,4760,1.0331412103746398,0.8287922452187582,0.6235263295782028
Na22,10.0,8237,8034,6798,4809,0.9753551050139614,0.825300473473352,0.5838290639796042
Na22,10.0,7949,7431,6955,4663,0.9348345703862121,0.8749528242546232,0.5866146685117625
Na22,10.0,8175,7450,7102,4534,0.9113149847094801,0.8687461773700306,0.554617737003058
Na22,10.0,7976,7871,6863,4768,0.9868355065195586,0.8604563691073219,0.5977933801404213
Na22,10.0,7964,7566,6929,4590,0.9500251130085384,0.8700401808136615,0.5763435459568056
Na22,10.0,7826,7853,7079,4607,1.0034500383337592,0.9045489394326603,0.5886787630973678
Na22,10.0,8151,7939,7081,4541,0.9739909213593424,0.8687277634646056,0.5571095571095571
Na22,10.0,8328,8214,6677,4620,0.9863112391930836,0.8017531219980788,0.5547550432276657
Na22,10.0,8412,7996,6697,4943,0.9505468378506895,0.7961245839277223,0.5876129339039468
Na22,10.0,8236,8136,6648,4763,0.9878581835842642,0.8071879553181156,0.5783147158814959
Na22,10.0,8228,7644,7008,4753,0.929022848808945,0.8517258142926593,0.5776616431696645
Na22,10.0,7888,7945,6716,4977,1.0072261663286004,0.8514198782961461,0.6309584178498986
Na22,10.0,8517,7859,6834,4390,0.9227427497945286,0.8023952095808383,0.5154397088176588
Na22,10.0,8650,8004,6886,4697,0.9253179190751445,0.7960693641618497,0.5430057803468208
Na22,10.0,8310,7932,6640,4626,0.9545126353790614,0.7990373044524669,0.5566787003610109
Na22,10.0,8046,7798,6751,4611,0.9691772309221973,0.8390504598558289,0.5730797912005966
Na22,10.0,7801,8358,6579,4768,1.0714011024227663,0.8433534162286886,0.6112036918343802
Na22,10.0,8524,8057,7138,4782,0.9452135147817926,0.837400281557954,0.5610042233693102
Na22,10.0,8230,7957,6996,4952,0.9668286755771568,0.8500607533414338,0.6017010935601458
Na22,10.0,8090,7758,6868,4662,0.9589616810877627,0.8489493201483312,0.5762669962917182
Na22,10.0,8286,7500,6797,4619,0.9051412020275162,0.8202993000241371,0.5574462949553464
Na22,10.0,7915,7760,6503,4687,0.9804169298799748,0.8216045483259634,0.5921667719519899
Na22,20.0,2515,2478,2162,1573,0.9852882703777336,0.8596421471172963,0.6254473161033797
Na22,20.0,2379,2418,2301,1553,1.0163934426229508,0.9672131147540983,0.6527952921395545
Na22,20.0,2427,2452,2120,1630,1.0103007828594974,0.8735063864853729,0.6716110424392254
Na22,20.0,2505,2517,2153,1488,1.0047904191616766,0.8594810379241516,0.5940119760479042
Na22,20.0,2585,2567,2159,1605,0.993036750483559,0.8352030947775628,0.620889748549323
Na22,20.0,2493,2559,2240,1628,1.02647412755716,0.8985158443642198,0.6530284797432812
Na22,20.0,2538,2556,2211,1688,1.0070921985815602,0.8711583924349882,0.665090622537431
Na22,20.0,2551,2487,2138,1626,0.9749117992943943,0.8381027048216386,0.6373970991767934
Na22,20.0,2283,2470,2100,1613,1.081909767849321,0.9198423127463863,0.7065265002190101
Na22,20.0,2444,2417,2212,1584,0.9889525368248773,0.9050736497545008,0.6481178396072013
Na22,20.0,2389,2250,2224,1652,0.941816659690247,0.9309334449560486,0.6915027208036836
Na22,20.0,2524,2487,2065,1605,0.9853407290015848,0.8181458003169572,0.6358954041204438
Na22,20.0,2417,2382,2127,1650,0.985519238725693,0.8800165494414564,0.6826644600744725
Na22,20.0,2452,2338,2165,1585,0.9535073409461664,0.882952691680261,0.6464110929853181
Na22,20.0,2465,2561,2163,1636,1.03894523326572,0.8774847870182556,0.6636916835699798
Na22,20.0,2503,2369,2191,1548,0.9464642429085098,0.875349580503396,0.6184578505793048
Na22,20.0,2525,2459,2164,1565,0.9738613861386138,0.857029702970297,0.6198019801980198
Na22,20.0,2442,2441,2247,1564,0.9995904995904996,0.9201474201474201,0.6404586404586404
Na22,20.0,2529,2446,2233,1548,0.9671807038355081,0.8829576907868723,0.6120996441281139
Na22,20.0,2462,2438,2217,1692,0.9902518277822908,0.9004874086108855,0.6872461413484972
Na22,20.0,2408,2394,2205,1595,0.9941860465116279,0.9156976744186046,0.6623754152823921
Na22,20.0,2546,2293,2185,1645,0.9006284367635506,0.8582089552238806,0.6461115475255302
Na22,20.0,2464,2393,2019,1633,0.971185064935065,0.8193993506493507,0.6627435064935064
Na22,20.0,2535,2376,2162,1674,0.9372781065088758,0.8528599605522682,0.6603550295857988
Na22,20.0,2437,2447,2101,1654,1.0041034058268363,0.8621255642183012,0.6787033237587198
Na22,20.0,2502,2380,2114,1568,0.9512390087929656,0.8449240607513989,0.6266986410871302
Na22,20.0,2468,2695,2199,1772,1.0919773095623988,0.8910048622366289,0.7179902755267423
Na22,20.0,2430,2428,2220,1688,0.9991769547325103,0.9135802469135802,0.6946502057613169
Na22,20.0,2560,2409,2182,1650,0.941015625,0.85234375,0.64453125
Na22,20.0,2501,2402,2164,1646,0.9604158336665334,0.8652538984406237,0.6581367453018793
Na22,20.0,2609,2499,2124,1590,0.9578382522039095,0.8141050210808739,0.6094288999616712
Na22,20.0,2425,2345,2208,1613,0.9670103092783505,0.9105154639175258,0.6651546391752577
Na22,20.0,2546,2287,2173,1593,0.8982717989002357,0.8534956794972506,0.6256873527101335
Na22,20.0,2486,2395,2184,1592,0.9633950120675785,0.8785197103781175,0.6403861625100563
Na22,20.0,2321,2418,2180,1657,1.0417923308918569,0.9392503231365791,0.7139164153382163
Na22,20.0,2488,2387,2200,1630,0.9594051446945338,0.8842443729903537,0.655144694533762
Na22,20.0,2525,2469,2105,1731,0.9778217821782178,0.8336633663366336,0.6855445544554456
Na22,20.0,2399,2496,2189,1651,1.0404335139641516,0.9124635264693622,0.6882034180908712
Na22,20.0,2548,2568,2074,1648,1.0078492935635792,0.8139717425431711,0.6467817896389325
Na22,20.0,2401,2520,2190,1583,1.0495626822157433,0.9121199500208247,0.6593086214077468
Na22,20.0,2447,2483,2175,1650,1.0147118921127911,0.8888434818144667,0.6742950551695954
Na22,20.0,2470,2475,2105,1586,1.0020242914979758,0.8522267206477733,0.6421052631578947
Na22,20.0,2530,2453,2058,1605,0.9695652173913043,0.8134387351778656,0.6343873517786561
Na22,20.0,2551,2398,2173,1679,0.9400235201881615,0.8518228145825166,0.6581732653861231
Na22,20.0,2533,2369,2277,1573,0.935254638768259,0.8989340702724042,0.621002763521516
Na22,20.0,2326,2485,2191,1588,1.0683576956147893,0.9419604471195185,0.6827171109200344
Na22,20.0,2508,2438,2130,1650,0.9720893141945773,0.8492822966507177,0.6578947368421053
Na22,20.0,2443,2448,2218,1654,1.0020466639377814,0.9079001227998362,0.6770364306180925
Na22,20.0,2514,2416,2176,1760,0.9610182975338106,0.8655529037390612,0.700079554494829
Na22,20.0,2560,2483,2044,1691,0.969921875,0.7984375,0.660546875
Na22,20.0,2558,2380,2100,1564,0.9304143862392494,0.8209538702111024,0.6114151681000782
Na22,20.0,2543,2434,2150,1591,0.957137239480928,0.8454581203303185,0.6256390090444357
Na22,20.0,2407,2403,2073,1609,0.9983381803074366,0.8612380556709597,0.6684669713336103
Na22,20.0,2526,2551,2208,1640,1.0098970704671417,0.8741092636579573,0.6492478226444972
Na22,20.0,2603,2361,2155,1614,0.9070303495966193,0.8278908951210142,0.6200537840952747
Na22,20.0,2463,2396,2079,1612,0.9727974015428339,0.8440925700365408,0.6544863987007714
Na22,20.0,2476,2338,2241,1598,0.944264943457189,0.9050888529886915,0.6453957996768982
Na22,20.0,2388,2305,2263,1640,0.9652428810720268,0.9476549413735343,0.6867671691792295
Na22,20.0,2310,2552,2165,1548,1.1047619047619048,0.9372294372294372,0.6701298701298701
Na22,20.0,2571,2453,2121,1675,0.9541034616880592,0.8249708284714119,0.6514974718008557
Na22,20.0,2512,2528,2099,1585,1.0063694267515924,0.8355891719745223,0.6309713375796179
Na22,20.0,2483,2476,2207,1533,0.9971808296415626,0.8888441401530407,0.617398308497785
Na22,20.0,2481,2550,2106,1616,1.0278113663845223,0.848851269649335,0.6513502619911327
Na22,20.0,2549,2555,2239,1602,1.0023538642604943,0.8783836798744605,0.6284817575519812
Na22,20.0,2535,2403,2087,1626,0.9479289940828403,0.8232741617357002,0.6414201183431952
Na22,20.0,2438,2326,2159,1573,0.9540607054963085,0.8855619360131255,0.6452009844134536
Na22,20.0,2487,2385,2137,1630,0.9589867310012062,0.8592681946119823,0.6554081222356253
Na22,20.0,2414,2407,2168,1613,0.9971002485501242,0.8980944490472246,0.668185584092792
